CustomerID,Date,PurchaseAmount,TotalQuantity,OrderCount
12415.0,2011-05-17,11924.800000000001,8268,1
12415.0,2011-05-20,766.3599999999999,316,1
12415.0,2011-06-15,23426.81,15241,2
12415.0,2011-07-13,2796.36,4332,2
12415.0,2011-07-19,158.65,97,1
12415.0,2011-08-18,21880.44,12196,1
12415.0,2011-09-01,2941.7200000000003,2836,2
12415.0,2011-10-05,16471.77,7135,2
12415.0,2011-11-02,624.24,216,1
12415.0,2011-11-03,375.24,192,1
12415.0,2011-11-15,5355.4,3130,2
12417.0,2010-12-17,291.34,60,1
12417.0,2011-01-25,323.44,108,1
12417.0,2011-03-03,410.0,126,1
12417.0,2011-04-28,436.3,267,1
12417.0,2011-06-05,437.19,134,1
12417.0,2011-08-04,355.56,190,1
12417.0,2011-08-25,562.69,344,1
12417.0,2011-10-31,462.85,148,1
12417.0,2011-12-06,369.73,175,1
12418.0,2011-08-19,668.58,407,1
12420.0,2011-10-07,600.39,345,1
12421.0,2011-01-24,157.45,104,1
12421.0,2011-06-19,239.35,145,1
12421.0,2011-08-17,231.76,158,1
12421.0,2011-11-24,178.48,77,1
12422.0,2011-01-19,238.5,113,1
12422.0,2011-06-24,417.36,175,1
12422.0,2011-09-05,147.7,82,1
12423.0,2010-12-21,237.93,188,1
12423.0,2011-02-21,192.31,194,1
12423.0,2011-03-21,347.35,139,1
12423.0,2011-04-07,255.36,248,1
12423.0,2011-05-23,333.82,161,1
12423.0,2011-06-01,84.92,57,1
12423.0,2011-08-31,198.98,149,1
12423.0,2011-12-09,208.64000000000001,203,1
12424.0,2011-06-30,1760.96,740,2
12425.0,2011-09-22,777.2,496,1
12426.0,2011-05-29,582.73,258,1
12427.0,2010-12-03,303.5,79,1
12427.0,2011-10-10,282.58,114,1
12427.0,2011-11-18,239.72,340,1
12428.0,2011-03-01,4969.22,2127,3
12428.0,2011-03-20,409.2,63,1
12428.0,2011-03-30,558.4,346,1
12428.0,2011-04-11,373.72,237,1
12428.0,2011-07-05,632.44,228,1
12428.0,2011-08-11,605.14,385,1
12428.0,2011-11-14,408.34000000000003,150,1
12429.0,2010-12-09,1281.5,454,1
12429.0,2011-04-26,437.98,198,1
12429.0,2011-06-20,1125.4,393,1
12429.0,2011-11-30,905.52,512,1
12430.0,2011-10-27,256.4,117,1
12431.0,2010-12-01,358.25,107,1
12431.0,2010-12-17,415.7,146,1
12431.0,2011-01-28,384.68,110,1
12431.0,2011-02-17,640.1,279,1
12431.0,2011-02-27,412.55,217,1
12431.0,2011-05-12,475.16,184,1
12431.0,2011-05-23,472.09,231,1
12431.0,2011-07-19,483.02000000000004,174,1
12431.0,2011-07-24,505.46,214,1
12431.0,2011-07-26,118.8,72,1
12431.0,2011-08-12,608.76,374,1
12431.0,2011-10-06,678.76,266,2
12431.0,2011-10-10,332.68,196,1
12431.0,2011-11-04,601.44,336,1
12432.0,2011-06-20,3316.6600000000003,1426,2
12432.0,2011-06-22,700.0,1,1
12432.0,2011-10-28,1042.66,374,2
12433.0,2010-12-01,1919.1399999999999,1852,1
12433.0,2010-12-08,1867.98,1730,1
12433.0,2011-09-09,2608.11,1849,1
12433.0,2011-10-27,1498.66,1114,1
12433.0,2011-11-30,2843.29,2299,1
12433.0,2011-12-09,2638.69,2227,2
12434.0,2011-03-24,286.25,77,1
12434.0,2011-09-16,519.89,317,1
12435.0,2011-03-17,3978.9900000000002,879,1
12435.0,2011-09-21,3850.9,1176,1
12436.0,2011-09-01,509.01,211,1
12437.0,2011-01-12,392.7,134,1
12437.0,2011-02-02,150.5,207,1
12437.0,2011-02-23,439.76,362,2
12437.0,2011-03-16,147.70999999999998,98,1
12437.0,2011-04-28,209.10000000000002,147,1
12437.0,2011-05-18,368.2,154,1
12437.0,2011-05-25,267.12,182,1
12437.0,2011-06-15,501.64,359,1
12437.0,2011-09-02,334.68,154,2
12437.0,2011-09-22,222.6,173,1
12437.0,2011-10-27,263.46,78,1
12437.0,2011-11-03,997.03,661,2
12437.0,2011-11-18,198.6,93,1
12437.0,2011-11-30,292.40999999999997,99,1
12437.0,2011-12-08,165.9,21,1
12438.0,2011-07-22,890.0699999999999,586,1
12438.0,2011-11-25,2016.78,594,1
12441.0,2010-12-08,173.55,121,1
12442.0,2011-12-06,172.06,182,1
12444.0,2011-06-21,1870.2,582,1
12444.0,2011-08-10,757.0699999999999,68,1
12444.0,2011-09-15,562.54,178,1
12444.0,2011-10-12,879.01,85,1
12444.0,2011-11-18,936.64,240,1
12445.0,2011-11-17,133.4,62,1
12446.0,2011-10-13,1002.3100000000001,351,1
12447.0,2011-04-10,476.49,190,1
12448.0,2011-10-26,449.45,243,1
12449.0,2011-06-05,858.9300000000001,390,1
12449.0,2011-08-02,777.95,267,1
12449.0,2011-09-09,1087.7,372,1
12449.0,2011-11-17,1342.71,524,1
12450.0,2011-06-19,101.88,64,1
12450.0,2011-07-06,96.0,64,1
12451.0,2011-01-19,2919.5099999999998,2334,1
12451.0,2011-05-05,2388.31,1771,1
12451.0,2011-10-05,2539.56,1650,1
12451.0,2011-11-18,925.64,669,1
12451.0,2011-11-29,262.5,151,1
12452.0,2011-11-23,430.57,185,2
12453.0,2011-07-28,707.09,473,1
12454.0,2011-10-14,3528.34,1006,1
12455.0,2011-02-16,1683.9,1522,1
12455.0,2011-02-17,15.0,1,1
12455.0,2011-06-03,264.4,107,1
12455.0,2011-07-06,134.5,103,1
12455.0,2011-08-04,78.56,33,1
12455.0,2011-09-27,290.5,323,1
12456.0,2011-03-30,940.1700000000001,445,1
12456.0,2011-07-31,1325.23,628,1
12456.0,2011-10-26,915.64,560,1
12457.0,2011-04-14,669.25,196,1
12457.0,2011-04-15,219.0,101,1
12457.0,2011-04-20,179.0,100,1
12457.0,2011-09-14,743.28,376,1
12457.0,2011-09-15,160.0,4,1
12457.0,2011-09-19,196.35,33,1
12457.0,2011-10-04,196.35,33,1
12458.0,2011-02-28,441.92,270,1
12458.0,2011-09-29,505.48,236,1
12461.0,2011-07-08,626.88,282,1
12461.0,2011-09-06,200.0,5,1
12462.0,2011-02-09,762.11,287,1
12462.0,2011-11-21,427.48,249,1
12463.0,2011-04-12,350.57,189,1
12463.0,2011-05-17,297.38,168,1
12463.0,2011-06-17,337.84000000000003,220,1
12463.0,2011-10-17,358.99,199,1
12464.0,2011-02-03,213.89999999999998,21,1
12464.0,2011-02-28,149.95,15,1
12464.0,2011-05-23,181.0,18,2
12464.0,2011-07-13,45.599999999999994,13,1
12464.0,2011-08-25,190.1,14,1
12464.0,2011-11-17,149.6,10,1
12464.0,2011-11-29,281.9,21,1
12465.0,2011-06-23,440.94,294,1
12465.0,2011-11-22,301.25,185,1
12468.0,2011-01-27,220.59,127,1
12468.0,2011-06-05,508.95000000000005,239,1
12471.0,2010-12-10,2360.41,1096,2
12471.0,2010-12-17,1513.95,450,2
12471.0,2011-01-13,753.4499999999999,100,1
12471.0,2011-02-03,947.4,180,1
12471.0,2011-02-23,388.3,201,1
12471.0,2011-03-18,878.3199999999999,308,2
12471.0,2011-04-04,674.29,390,2
12471.0,2011-05-13,881.1999999999999,324,2
12471.0,2011-07-04,30.0,1,1
12471.0,2011-07-07,948.26,446,2
12471.0,2011-08-22,1127.02,391,1
12471.0,2011-08-24,613.8,465,2
12471.0,2011-09-16,440.5,229,1
12471.0,2011-09-22,223.26,139,1
12471.0,2011-10-05,2385.38,963,2
12471.0,2011-11-03,725.72,377,1
12471.0,2011-11-17,1072.1200000000001,519,1
12471.0,2011-11-24,923.28,462,2
12471.0,2011-11-29,698.88,281,2
12471.0,2011-12-07,2238.5099999999998,890,1
12472.0,2010-12-05,1631.3,972,1
12472.0,2011-01-26,825.36,485,1
12472.0,2011-03-17,592.18,368,1
12472.0,2011-06-13,1266.66,791,1
12472.0,2011-07-24,612.1,472,1
12472.0,2011-10-19,1376.43,923,1
12472.0,2011-11-07,268.08,137,1
12473.0,2011-06-01,672.1899999999999,557,1
12473.0,2011-08-17,514.06,321,1
12473.0,2011-10-17,1697.98,1557,1
12473.0,2011-11-10,1054.32,4,2
12474.0,2011-01-14,249.4,82,2
12474.0,2011-01-26,350.4,207,1
12474.0,2011-02-25,287.58000000000004,124,1
12474.0,2011-03-18,806.47,550,1
12474.0,2011-03-28,257.2,157,1
12474.0,2011-05-17,760.28,530,1
12474.0,2011-05-23,7.800000000000001,12,1
12474.0,2011-06-21,427.76,272,1
12474.0,2011-06-26,44.25,15,1
12474.0,2011-07-12,191.60000000000002,125,1
12474.0,2011-07-25,513.64,410,1
12474.0,2011-09-02,465.68,314,1
12474.0,2011-10-11,522.36,254,1
12474.0,2011-10-17,572.23,480,1
12474.0,2011-10-20,740.41,554,1
12474.0,2011-11-15,762.5600000000001,540,1
12474.0,2011-11-22,416.17,221,1
12475.0,2011-10-17,723.38,535,1
12476.0,2010-12-13,12.45,2,1
12476.0,2011-01-31,549.58,131,1
12476.0,2011-02-14,160.2,47,1
12476.0,2011-04-19,1411.67,628,1
12476.0,2011-05-05,311.2,20,1
12476.0,2011-07-21,746.5699999999999,304,1
12476.0,2011-09-16,533.6,185,1
12476.0,2011-10-25,1097.16,428,2
12476.0,2011-11-14,243.53,72,1
12476.0,2011-11-24,1750.46,591,1
12477.0,2011-02-11,2355.9500000000003,639,1
12477.0,2011-04-14,2221.02,728,1
12477.0,2011-08-31,4257.0599999999995,1151,1
12477.0,2011-10-07,1059.24,346,1
12477.0,2011-10-14,1288.78,316,1
12477.0,2011-11-17,2037.69,473,1
12478.0,2011-12-06,680.99,236,1
12479.0,2011-11-28,527.2,385,1
12480.0,2011-01-07,816.25,367,1
12480.0,2011-03-17,771.02,395,1
12480.0,2011-07-19,557.6800000000001,334,1
12480.0,2011-11-11,1136.6799999999998,611,1
12481.0,2010-12-09,159.38,85,1
12481.0,2010-12-20,631.96,234,1
12481.0,2011-01-07,603.09,413,1
12481.0,2011-03-28,832.34,693,2
12481.0,2011-05-19,873.78,519,2
12481.0,2011-06-13,1001.21,417,1
12481.0,2011-10-05,1307.76,790,1
12481.0,2011-11-17,186.79999999999998,153,1
12483.0,2011-01-04,547.56,293,1
12483.0,2011-04-27,323.0,109,1
12483.0,2011-05-11,8.5,2,1
12483.0,2011-05-18,115.60000000000001,37,1
12483.0,2011-06-09,319.95,188,1
12483.0,2011-09-02,309.45,163,1
12483.0,2011-10-30,454.2,198,1
12483.0,2011-11-22,406.72,120,1
12484.0,2011-01-07,1138.67,630,1
12484.0,2011-06-16,1137.99,424,1
12484.0,2011-08-28,1246.49,800,1
12484.0,2011-08-31,140.0,5,1
12484.0,2011-11-04,738.57,327,1
12484.0,2011-11-07,140.0,5,1
12488.0,2011-09-25,553.39,169,1
12488.0,2011-10-31,214.06,90,1
12488.0,2011-11-30,531.21,270,1
12489.0,2011-01-07,334.93,105,1
12490.0,2011-01-14,864.22,548,1
12490.0,2011-05-09,331.5,164,1
12490.0,2011-06-20,484.06,211,1
12490.0,2011-07-24,412.93,236,1
12490.0,2011-08-31,424.06,201,1
12490.0,2011-09-07,1035.82,650,1
12490.0,2011-11-02,633.44,291,1
12490.0,2011-11-14,411.72,322,1
12490.0,2011-11-22,357.88,186,1
12490.0,2011-12-04,462.3,255,1
12491.0,2011-11-01,460.40000000000003,260,1
12492.0,2011-08-26,126.39000000000001,69,1
12492.0,2011-10-07,136.82,123,1
12493.0,2011-05-26,232.5,88,1
12493.0,2011-06-27,201.24,119,1
12494.0,2010-12-09,57.6,9,1
12494.0,2010-12-16,4.949999999999999,3,1
12494.0,2011-02-17,250.0,116,1
12494.0,2011-05-27,403.09000000000003,157,1
12494.0,2011-07-01,153.22,79,1
12494.0,2011-10-30,214.74,209,1
12494.0,2011-11-24,162.5,134,1
12497.0,2011-09-19,1043.1,1236,1
12498.0,2011-10-13,247.25,69,1
12498.0,2011-11-18,156.45,90,2
12500.0,2011-01-10,344.94,243,1
12500.0,2011-02-17,373.98,303,1
12500.0,2011-03-03,249.84,193,1
12500.0,2011-03-18,241.44000000000003,169,1
12500.0,2011-06-24,185.64000000000001,73,1
12500.0,2011-08-25,378.0,289,1
12500.0,2011-10-06,150.25,52,1
12500.0,2011-10-19,620.04,578,2
12500.0,2011-10-21,1096.65,201,1
12500.0,2011-11-16,617.04,577,1
12501.0,2011-01-07,2169.39,1783,1
12502.0,2011-02-03,617.25,171,1
12502.0,2011-03-16,702.8,175,1
12502.0,2011-05-06,522.6,88,1
12502.0,2011-08-04,788.87,152,1
12502.0,2011-09-05,1092.35,234,1
12504.0,2011-11-09,449.4,87,1
12504.0,2011-11-21,32.65,3,1
12506.0,2011-04-21,73.5,23,1
12507.0,2011-02-14,446.16,219,1
12507.0,2011-07-07,46.75,11,1
12507.0,2011-07-28,811.9,664,1
12508.0,2011-11-10,275.19,203,1
12508.0,2011-11-13,123.08,69,1
12509.0,2011-02-28,176.5,55,1
12510.0,2011-01-18,681.05,294,1
12510.0,2011-07-20,301.52,59,1
12512.0,2011-10-04,138.03,99,2
12513.0,2011-08-19,612.29,462,1
12514.0,2011-03-17,1017.68,440,1
12515.0,2010-12-21,383.7,131,1
12516.0,2011-06-12,583.2,345,1
12516.0,2011-09-23,728.86,530,1
12517.0,2011-06-02,766.95,420,1
12517.0,2011-08-05,771.75,421,1
12517.0,2011-09-27,417.2,210,1
12517.0,2011-11-11,546.94,320,2
12518.0,2011-08-21,324.83,187,1
12518.0,2011-09-23,524.9,295,1
12518.0,2011-10-12,381.06,324,1
12518.0,2011-11-11,486.96000000000004,324,1
12518.0,2011-12-09,339.14,188,1
12519.0,2011-10-07,340.84,183,1
12520.0,2011-03-11,987.42,618,1
12520.0,2011-03-25,246.54,128,1
12520.0,2011-05-19,463.59999999999997,199,1
12520.0,2011-07-20,348.29,154,1
12520.0,2011-09-21,588.41,340,1
12521.0,2011-07-20,599.68,309,1
12522.0,2011-10-19,89.4,129,1
12522.0,2011-10-31,103.32,65,1
12523.0,2011-01-12,102.95,43,1
12523.0,2011-02-21,143.4,78,1
12523.0,2011-03-16,115.09,62,1
12523.0,2011-04-01,138.75,88,1
12523.0,2011-07-27,204.75,148,1
12523.0,2011-08-21,128.55,34,1
12523.0,2011-08-24,184.26,107,1
12523.0,2011-09-21,124.38,63,1
12523.0,2011-10-06,157.0,29,1
12523.0,2011-10-27,228.22,136,1
12523.0,2011-11-20,262.42,77,1
12524.0,2011-01-10,337.39,392,1
12524.0,2011-02-21,525.3399999999999,271,1
12524.0,2011-03-03,475.44,343,1
12524.0,2011-05-01,1094.33,647,1
12524.0,2011-05-19,400.88,470,1
12524.0,2011-06-30,289.1,167,1
12524.0,2011-10-07,1055.44,1299,1
12524.0,2011-11-30,307.79999999999995,110,1
12526.0,2011-09-06,520.3,318,1
12526.0,2011-10-17,519.28,226,1
12526.0,2011-12-09,277.08,88,1
12527.0,2011-01-18,132.52,113,1
12527.0,2011-02-18,152.4,108,1
12527.0,2011-09-19,63.790000000000006,13,1
12528.0,2011-01-31,493.53000000000003,281,1
12528.0,2011-03-08,278.13,77,1
12528.0,2011-07-13,281.71,94,1
12528.0,2011-08-17,234.0,51,1
12528.0,2011-10-07,274.51,102,1
12528.0,2011-11-30,371.6,151,1
12530.0,2011-01-07,387.40000000000003,95,1
12530.0,2011-04-20,417.6,232,1
12530.0,2011-08-08,416.65,273,1
12530.0,2011-10-11,440.63,313,1
12531.0,2011-11-25,125.22,45,1
12532.0,2011-11-09,349.83000000000004,153,1
12534.0,2011-08-01,1089.18,651,1
12535.0,2011-06-06,371.45,115,1
12535.0,2011-09-09,344.9,104,1
12536.0,2011-10-11,4279.71,2801,1
12536.0,2011-10-27,8322.12,2,2
12538.0,2011-11-10,363.95,191,1
12539.0,2011-01-10,1715.85,643,1
12539.0,2011-01-27,1715.85,643,1
12539.0,2011-03-22,1085.99,335,1
12539.0,2011-11-17,1050.66,446,1
12540.0,2010-12-13,881.01,300,1
12540.0,2011-01-11,1147.1799999999998,475,1
12540.0,2011-02-01,288.98,193,1
12540.0,2011-03-24,1140.76,512,1
12540.0,2011-05-04,1380.11,747,1
12540.0,2011-05-31,1306.49,608,1
12540.0,2011-06-06,357.99,173,1
12540.0,2011-07-07,416.62,216,1
12540.0,2011-07-25,1358.3899999999999,649,1
12540.0,2011-08-24,509.34000000000003,317,1
12540.0,2011-09-08,459.99,243,1
12540.0,2011-09-19,971.65,565,1
12540.0,2011-09-23,277.48,97,1
12540.0,2011-10-07,422.8,227,1
12540.0,2011-10-18,1019.47,724,1
12540.0,2011-11-08,573.71,239,1
12540.0,2011-11-20,888.27,400,1
12541.0,2011-03-04,312.4,288,1
12541.0,2011-06-19,223.74,131,1
12541.0,2011-11-10,445.03999999999996,261,1
12544.0,2011-11-03,372.7,136,1
12545.0,2011-03-25,628.15,346,1
12545.0,2011-09-25,372.24,177,1
12546.0,2011-09-23,760.2,475,1
12546.0,2011-10-24,401.3,158,1
12547.0,2011-03-04,159.4,109,1
12547.0,2011-05-26,48.4,25,1
12548.0,2011-06-26,95.19999999999999,49,1
12550.0,2011-09-21,964.83,569,1
12551.0,2010-12-17,168.0,100,1
12552.0,2011-10-31,317.82,85,1
12552.0,2011-11-01,120.0,3,1
12553.0,2011-01-14,700.31,446,1
12553.0,2011-02-18,6.3,15,1
12553.0,2011-03-04,317.25,125,1
12553.0,2011-03-25,357.90999999999997,264,1
12553.0,2011-05-19,352.85,128,1
12553.0,2011-07-08,284.75,137,1
12553.0,2011-08-21,400.21999999999997,236,1
12553.0,2011-10-12,477.55,220,1
12553.0,2011-11-14,518.12,225,1
12553.0,2011-12-01,277.02,169,1
12556.0,2011-07-11,312.9,166,1
12556.0,2011-10-20,290.81,192,1
12557.0,2010-12-03,620.0,400,1
12557.0,2011-01-11,3417.1200000000003,1008,1
12557.0,2011-03-28,817.5,550,1
12557.0,2011-07-04,4146.34,1506,1
12557.0,2011-11-23,2990.0,920,1
12558.0,2011-12-02,269.96,196,1
12559.0,2011-01-24,486.11,247,1
12559.0,2011-02-02,75.60000000000001,36,1
12560.0,2011-07-19,1292.31,812,1
12560.0,2011-08-19,144.0,8,1
12560.0,2011-12-04,697.7,290,1
12561.0,2011-02-10,238.85,177,1
12562.0,2011-05-25,444.96000000000004,183,1
12562.0,2011-06-16,510.27,270,1
12562.0,2011-08-05,650.0,323,1
12562.0,2011-09-19,388.64,231,1
12562.0,2011-10-14,513.6,234,1
12562.0,2011-11-17,619.9,215,1
12562.0,2011-12-01,654.37,323,1
12564.0,2011-03-23,456.9,133,1
12565.0,2011-02-24,145.92,80,1
12566.0,2011-09-14,351.65,265,1
12567.0,2010-12-05,1526.92,611,1
12567.0,2010-12-07,415.46000000000004,167,1
12567.0,2011-02-04,1236.73,617,1
12567.0,2011-05-22,705.21,234,1
12567.0,2011-06-08,572.6800000000001,432,2
12567.0,2011-06-13,1650.1,557,1
12567.0,2011-08-23,851.06,406,1
12567.0,2011-09-04,891.8199999999999,509,1
12567.0,2011-11-17,1551.3,772,1
12569.0,2011-04-01,348.68,115,1
12569.0,2011-04-14,447.72,182,2
12569.0,2011-05-04,238.74,146,1
12569.0,2011-05-05,129.18,49,1
12569.0,2011-06-09,142.14000000000001,79,1
12569.0,2011-06-30,95.28,47,1
12569.0,2011-07-19,166.25,82,2
12569.0,2011-08-09,102.98,35,1
12569.0,2011-08-16,115.30000000000001,22,1
12569.0,2011-08-24,96.75,31,1
12569.0,2011-09-04,91.86,39,1
12569.0,2011-09-06,106.80000000000001,21,1
12569.0,2011-09-08,86.0,9,1
12569.0,2011-10-06,397.8,259,2
12569.0,2011-10-12,103.5,27,1
12569.0,2011-10-20,85.67999999999999,49,1
12569.0,2011-10-26,119.74,24,2
12569.0,2011-11-03,92.25,40,1
12569.0,2011-11-15,130.85,56,1
12569.0,2011-11-16,127.87,115,2
12569.0,2011-11-23,204.3,74,1
12569.0,2011-12-01,208.19,88,1
12569.0,2011-12-02,67.0,9,1
12569.0,2011-12-04,92.55000000000001,34,1
12569.0,2011-12-05,69.0,7,1
12569.0,2011-12-07,258.28,162,2
12571.0,2011-08-10,248.35,197,1
12571.0,2011-10-31,271.26,326,1
12572.0,2011-10-19,532.74,293,1
12572.0,2011-12-01,487.68,159,1
12573.0,2011-04-26,160.54000000000002,84,1
12574.0,2011-01-28,218.45,61,1
12576.0,2011-02-08,266.85,199,1
12576.0,2011-05-05,154.8,116,1
12576.0,2011-07-13,239.2,148,1
12576.0,2011-09-05,275.7,202,1
12576.0,2011-11-04,379.28,302,1
12577.0,2010-12-15,195.89,134,1
12577.0,2011-11-04,461.91,338,2
12578.0,2011-01-13,1608.66,748,1
12578.0,2011-11-18,1185.85,448,1
12579.0,2011-09-22,440.42,285,1
12580.0,2011-04-07,415.7,238,1
12581.0,2011-10-31,197.71,161,1
12582.0,2011-02-24,205.16,141,1
12582.0,2011-04-15,306.2,159,1
12583.0,2010-12-01,855.86,449,1
12583.0,2011-01-07,730.16,491,1
12583.0,2011-02-10,321.56,454,1
12583.0,2011-03-11,712.8499999999999,325,1
12583.0,2011-05-23,421.96,306,1
12583.0,2011-06-12,360.18,716,1
12583.0,2011-06-21,257.3,351,1
12583.0,2011-07-08,329.24,200,1
12583.0,2011-08-25,243.1,171,1
12583.0,2011-09-21,540.8,277,1
